dsc_cycle,axi_cycle,phase,slice_buffer_valid,slice_buffer_last,flatness_valid,flatness_last,predict_valid,predict_last
10311,3436,pixel_transfer,0,0,2,0,2,0
10314,3437,pixel_transfer,1,0,1,0,1,0
10315,3438,pixel_transfer,0,0,2,0,2,0
10318,3439,pixel_transfer,1,0,1,0,1,0
10319,3439,pixel_transfer,0,0,2,0,2,0
10322,3440,pixel_transfer,1,0,1,0,1,0
10323,3440,pixel_transfer,0,0,2,0,2,0
10326,3441,pixel_transfer,1,0,1,0,1,0
10327,3442,pixel_transfer,0,0,2,0,2,0
10330,3443,pixel_transfer,3,0,1,0,1,0
10331,3443,pixel_transfer,0,0,2,0,2,0
10334,3444,pixel_transfer,3,0,1,0,1,0
10335,3444,pixel_transfer,0,0,2,2,2,0
10338,3445,pixel_transfer,3,0,1,0,1,0
10339,3446,pixel_transfer,0,0,0,0,2,2
10342,3447,line_marker,3,0,1,0,1,0
10346,3448,pixel_transfer,3,0,1,0,1,0
10350,3449,pixel_transfer,3,0,1,0,1,0
10354,3451,pixel_transfer,3,0,1,0,1,0
10358,3452,pixel_transfer,3,0,3,0,1,0
10362,3453,pixel_transfer,3,0,3,0,3,0
10366,3455,pixel_transfer,3,0,3,0,3,0
10370,3456,pixel_transfer,3,0,3,0,3,0
10374,3457,pixel_transfer,3,0,3,0,3,0
10378,3459,pixel_transfer,3,0,3,0,3,0
10382,3460,pixel_transfer,3,1,3,0,3,0
10386,3461,pixel_transfer,2,0,3,0,3,0
10390,3463,pixel_transfer,2,0,3,0,3,0
10394,3464,pixel_transfer,2,0,3,0,3,0
10398,3465,pixel_transfer,2,0,3,0,3,0
10402,3467,pixel_transfer,2,0,3,0,3,0
10405,3468,pixel_transfer,1,0,0,0,0,0
10406,3468,pixel_transfer,2,0,3,0,3,0
10409,3469,pixel_transfer,1,0,0,0,0,0
10410,3469,pixel_transfer,2,0,3,1,3,0
10413,3470,pixel_transfer,1,0,0,0,0,0
10414,3471,pixel_transfer,2,0,2,0,3,1
10417,3472,pixel_transfer,1,0,0,0,0,0
10418,3472,pixel_transfer,2,0,2,0,2,0
10421,3473,pixel_transfer,1,0,0,0,0,0
10422,3473,pixel_transfer,2,0,2,0,2,0
10425,3474,pixel_transfer,1,0,0,0,0,0
10426,3475,pixel_transfer,2,0,2,0,2,0
10429,3476,pixel_transfer,1,0,0,0,0,0
10430,3476,pixel_transfer,2,0,2,0,2,0
10433,3477,pixel_transfer,1,0,1,0,0,0
10434,3477,pixel_transfer,2,0,2,0,2,0
10437,3478,pixel_transfer,1,0,1,0,1,0
10438,3479,pixel_transfer,2,0,2,0,2,0
10441,3480,pixel_transfer,1,0,1,0,1,0
10442,3480,pixel_transfer,2,0,2,0,2,0
10445,3481,pixel_transfer,1,0,1,0,1,0
10446,3481,pixel_transfer,2,0,2,0,2,0
10449,3482,pixel_transfer,1,0,1,0,1,0
10450,3483,pixel_transfer,2,0,2,0,2,0
10453,3484,pixel_transfer,1,0,1,0,1,0
10454,3484,pixel_transfer,2,2,2,0,2,0
10457,3485,pixel_transfer,1,0,1,0,1,0
10458,3485,pixel_transfer,0,0,2,0,2,0
10461,3486,pixel_transfer,1,0,1,0,1,0
10462,3487,pixel_transfer,0,0,2,0,2,0
10465,3488,pixel_transfer,1,0,1,0,1,0
10466,3488,pixel_transfer,0,0,2,0,2,0
10469,3489,pixel_transfer,1,0,1,0,1,0
10470,3489,pixel_transfer,0,0,2,0,2,0
10473,3490,pixel_transfer,1,0,1,0,1,0
10474,3491,pixel_transfer,0,0,2,0,2,0
10477,3492,pixel_transfer,3,0,1,0,1,0
10478,3492,pixel_transfer,0,0,2,0,2,0
10481,3493,pixel_transfer,3,0,1,0,1,0
10482,3493,pixel_transfer,0,0,2,2,2,0
10485,3494,pixel_transfer,3,0,1,0,1,0
10486,3495,pixel_transfer,0,0,0,0,2,2
10489,3496,line_marker,3,0,1,0,1,0
10493,3497,pixel_transfer,3,0,1,0,1,0
10497,3498,pixel_transfer,3,0,1,0,1,0
10501,3500,pixel_transfer,3,0,1,0,1,0
10505,3501,pixel_transfer,3,0,3,0,1,0
10509,3502,pixel_transfer,3,0,3,0,3,0
10513,3504,pixel_transfer,3,0,3,0,3,0
10517,3505,pixel_transfer,3,0,3,0,3,0
10521,3506,pixel_transfer,3,0,3,0,3,0
10525,3508,pixel_transfer,3,0,3,0,3,0
10529,3509,pixel_transfer,3,1,3,0,3,0
10533,3510,pixel_transfer,2,0,3,0,3,0
10537,3512,pixel_transfer,2,0,3,0,3,0
10541,3513,pixel_transfer,2,0,3,0,3,0
10545,3514,pixel_transfer,2,0,3,0,3,0
10549,3516,pixel_transfer,2,0,3,0,3,0
10552,3517,pixel_transfer,1,0,0,0,0,0
10553,3517,pixel_transfer,2,0,3,0,3,0
10556,3518,pixel_transfer,1,0,0,0,0,0
10557,3518,pixel_transfer,2,0,3,1,3,0
10560,3519,pixel_transfer,1,0,0,0,0,0
10561,3520,pixel_transfer,2,0,2,0,3,1
10564,3521,pixel_transfer,1,0,0,0,0,0
10565,3521,pixel_transfer,2,0,2,0,2,0
10568,3522,pixel_transfer,1,0,0,0,0,0
10569,3522,pixel_transfer,2,0,2,0,2,0
10572,3523,pixel_transfer,1,0,0,0,0,0
10573,3524,pixel_transfer,2,0,2,0,2,0
10576,3525,pixel_transfer,1,0,0,0,0,0
10577,3525,pixel_transfer,2,0,2,0,2,0
10580,3526,pixel_transfer,1,0,1,0,0,0
10581,3526,pixel_transfer,2,0,2,0,2,0
10584,3527,pixel_transfer,1,0,1,0,1,0
10585,3528,pixel_transfer,2,0,2,0,2,0
10588,3529,pixel_transfer,1,0,1,0,1,0
10589,3529,pixel_transfer,2,0,2,0,2,0
10592,3530,pixel_transfer,1,0,1,0,1,0
10593,3530,pixel_transfer,2,0,2,0,2,0
10596,3531,pixel_transfer,1,0,1,0,1,0
10597,3532,pixel_transfer,2,0,2,0,2,0
10600,3533,pixel_transfer,1,0,1,0,1,0
10601,3533,pixel_transfer,2,2,2,0,2,0
10604,3534,pixel_transfer,1,0,1,0,1,0
10605,3534,pixel_transfer,0,0,2,0,2,0
10608,3535,pixel_transfer,1,0,1,0,1,0
10609,3536,pixel_transfer,0,0,2,0,2,0
10612,3537,pixel_transfer,1,0,1,0,1,0
10613,3537,pixel_transfer,0,0,2,0,2,0
10616,3538,pixel_transfer,1,0,1,0,1,0
10617,3538,pixel_transfer,0,0,2,0,2,0
10620,3539,pixel_transfer,1,0,1,0,1,0
10621,3540,pixel_transfer,0,0,2,0,2,0
10624,3541,pixel_transfer,3,0,1,0,1,0
10625,3541,pixel_transfer,0,0,2,0,2,0
10628,3542,pixel_transfer,3,0,1,0,1,0
10629,3542,pixel_transfer,0,0,2,2,2,0
10632,3543,pixel_transfer,3,0,1,0,1,0
10633,3544,pixel_transfer,0,0,0,0,2,2
10636,3545,line_marker,3,0,1,0,1,0
10640,3546,pixel_transfer,3,0,1,0,1,0
10644,3547,pixel_transfer,3,0,1,0,1,0
10648,3549,pixel_transfer,3,0,1,0,1,0
10652,3550,pixel_transfer,3,0,3,0,1,0
10656,3551,pixel_transfer,3,0,3,0,3,0
10660,3553,pixel_transfer,3,0,3,0,3,0
10664,3554,pixel_transfer,3,0,3,0,3,0
10668,3555,pixel_transfer,3,0,3,0,3,0
10672,3557,pixel_transfer,3,0,3,0,3,0
10676,3558,pixel_transfer,3,1,3,0,3,0
10680,3559,pixel_transfer,2,0,3,0,3,0
10684,3561,pixel_transfer,2,0,3,0,3,0
10688,3562,pixel_transfer,2,0,3,0,3,0
10692,3563,pixel_transfer,2,0,3,0,3,0
10696,3565,pixel_transfer,2,0,3,0,3,0
10699,3566,pixel_transfer,1,0,0,0,0,0
10700,3566,pixel_transfer,2,0,3,0,3,0
10703,3567,pixel_transfer,1,0,0,0,0,0
10704,3567,pixel_transfer,2,0,3,1,3,0
10707,3568,pixel_transfer,1,0,0,0,0,0
10708,3569,pixel_transfer,2,0,2,0,3,1
10711,3570,pixel_transfer,1,0,0,0,0,0
10712,3570,pixel_transfer,2,0,2,0,2,0
10715,3571,pixel_transfer,1,0,0,0,0,0
10716,3571,pixel_transfer,2,0,2,0,2,0
10719,3572,pixel_transfer,1,0,0,0,0,0
10720,3573,pixel_transfer,2,0,2,0,2,0
10723,3574,pixel_transfer,1,0,0,0,0,0
10724,3574,pixel_transfer,2,0,2,0,2,0
10727,3575,pixel_transfer,1,0,1,0,0,0
10728,3575,pixel_transfer,2,0,2,0,2,0
10731,3576,pixel_transfer,1,0,1,0,1,0
10732,3577,pixel_transfer,2,0,2,0,2,0
10735,3578,pixel_transfer,1,0,1,0,1,0
10736,3578,pixel_transfer,2,0,2,0,2,0
10739,3579,pixel_transfer,1,0,1,0,1,0
10740,3579,pixel_transfer,2,0,2,0,2,0
10743,3580,pixel_transfer,1,0,1,0,1,0
10744,3581,pixel_transfer,2,0,2,0,2,0
10747,3582,pixel_transfer,1,0,1,0,1,0
10748,3582,pixel_transfer,2,2,2,0,2,0
10751,3583,pixel_transfer,1,0,1,0,1,0
10752,3583,pixel_transfer,0,0,2,0,2,0
10755,3584,pixel_transfer,1,0,1,0,1,0
10756,3585,pixel_transfer,0,0,2,0,2,0
10759,3586,pixel_transfer,1,0,1,0,1,0
10760,3586,pixel_transfer,0,0,2,0,2,0
10763,3587,pixel_transfer,1,0,1,0,1,0
10764,3587,pixel_transfer,0,0,2,0,2,0
10767,3588,pixel_transfer,1,0,1,0,1,0
10768,3589,pixel_transfer,0,0,2,0,2,0
10771,3590,pixel_transfer,3,0,1,0,1,0
10772,3590,pixel_transfer,0,0,2,0,2,0
10775,3591,pixel_transfer,3,0,1,0,1,0
10776,3591,pixel_transfer,0,0,2,2,2,0
10779,3592,pixel_transfer,3,0,1,0,1,0
10780,3593,pixel_transfer,0,0,0,0,2,2
10783,3594,line_marker,3,0,1,0,1,0
10787,3595,pixel_transfer,3,0,1,0,1,0
10791,3596,pixel_transfer,3,0,1,0,1,0
10795,3598,pixel_transfer,3,0,1,0,1,0
10799,3599,pixel_transfer,3,0,3,0,1,0
10803,3600,pixel_transfer,3,0,3,0,3,0
10807,3602,pixel_transfer,3,0,3,0,3,0
10811,3603,pixel_transfer,3,0,3,0,3,0
10815,3604,pixel_transfer,3,0,3,0,3,0
10819,3606,pixel_transfer,3,0,3,0,3,0
10823,3607,pixel_transfer,3,1,3,0,3,0
10827,3608,pixel_transfer,2,0,3,0,3,0
10831,3610,pixel_transfer,2,0,3,0,3,0
10835,3611,pixel_transfer,2,0,3,0,3,0
10839,3612,pixel_transfer,2,0,3,0,3,0
10843,3614,pixel_transfer,2,0,3,0,3,0
10846,3615,pixel_transfer,1,0,0,0,0,0
10847,3615,pixel_transfer,2,0,3,0,3,0
10850,3616,pixel_transfer,1,0,0,0,0,0
10851,3616,pixel_transfer,2,0,3,1,3,0
10854,3617,pixel_transfer,1,0,0,0,0,0
10855,3618,pixel_transfer,2,0,2,0,3,1
10858,3619,pixel_transfer,1,0,0,0,0,0
10859,3619,pixel_transfer,2,0,2,0,2,0
10862,3620,pixel_transfer,1,0,0,0,0,0
10863,3620,pixel_transfer,2,0,2,0,2,0
10866,3621,pixel_transfer,1,0,0,0,0,0
10867,3622,pixel_transfer,2,0,2,0,2,0
10870,3623,pixel_transfer,1,0,0,0,0,0
10871,3623,pixel_transfer,2,0,2,0,2,0
10874,3624,pixel_transfer,1,0,1,0,0,0
10875,3624,pixel_transfer,2,0,2,0,2,0
10878,3625,pixel_transfer,1,0,1,0,1,0
10879,3626,pixel_transfer,2,0,2,0,2,0
10882,3627,pixel_transfer,1,0,1,0,1,0
10883,3627,pixel_transfer,2,0,2,0,2,0
10886,3628,pixel_transfer,1,0,1,0,1,0
10887,3628,pixel_transfer,2,0,2,0,2,0
10890,3629,pixel_transfer,1,0,1,0,1,0
10891,3630,pixel_transfer,2,0,2,0,2,0
10894,3631,pixel_transfer,1,0,1,0,1,0
10895,3631,pixel_transfer,2,2,2,0,2,0
10898,3632,pixel_transfer,1,0,1,0,1,0
10899,3632,pixel_transfer,0,0,2,0,2,0
10902,3633,pixel_transfer,1,0,1,0,1,0
10903,3634,pixel_transfer,0,0,2,0,2,0
10906,3635,pixel_transfer,1,0,1,0,1,0
10907,3635,pixel_transfer,0,0,2,0,2,0
10910,3636,pixel_transfer,1,0,1,0,1,0
10911,3636,pixel_transfer,0,0,2,0,2,0
10914,3637,pixel_transfer,1,0,1,0,1,0
10915,3638,pixel_transfer,0,0,2,0,2,0
10918,3639,pixel_transfer,3,0,1,0,1,0
10919,3639,pixel_transfer,0,0,2,0,2,0
10922,3640,pixel_transfer,3,0,1,0,1,0
10923,3640,pixel_transfer,0,0,2,2,2,0
10926,3641,pixel_transfer,3,0,1,0,1,0
10927,3642,pixel_transfer,0,0,0,0,2,2
10930,3643,line_marker,3,0,1,0,1,0
10934,3644,pixel_transfer,3,0,1,0,1,0
10938,3645,pixel_transfer,3,0,1,0,1,0
10942,3647,pixel_transfer,3,0,1,0,1,0
10946,3648,pixel_transfer,3,0,3,0,1,0
10950,3649,pixel_transfer,3,0,3,0,3,0
10954,3651,pixel_transfer,3,0,3,0,3,0
10958,3652,pixel_transfer,3,0,3,0,3,0
10962,3653,pixel_transfer,3,0,3,0,3,0
10966,3655,pixel_transfer,3,0,3,0,3,0
10970,3656,pixel_transfer,3,1,3,0,3,0
10974,3657,pixel_transfer,2,0,3,0,3,0
10978,3659,pixel_transfer,2,0,3,0,3,0
10982,3660,pixel_transfer,2,0,3,0,3,0
10986,3661,pixel_transfer,2,0,3,0,3,0
10990,3663,pixel_transfer,2,0,3,0,3,0
10993,3664,pixel_transfer,1,0,0,0,0,0
10994,3664,pixel_transfer,2,0,3,0,3,0
10997,3665,pixel_transfer,1,0,0,0,0,0
10998,3665,pixel_transfer,2,0,3,1,3,0
11001,3666,pixel_transfer,1,0,0,0,0,0
11002,3667,pixel_transfer,2,0,2,0,3,1
11005,3668,pixel_transfer,1,0,0,0,0,0
11006,3668,pixel_transfer,2,0,2,0,2,0
11009,3669,pixel_transfer,1,0,0,0,0,0
11010,3669,pixel_transfer,2,0,2,0,2,0
11013,3670,pixel_transfer,1,0,0,0,0,0
11014,3671,pixel_transfer,2,0,2,0,2,0
11017,3672,pixel_transfer,1,0,0,0,0,0
11018,3672,pixel_transfer,2,0,2,0,2,0
11021,3673,pixel_transfer,1,0,1,0,0,0
11022,3673,pixel_transfer,2,0,2,0,2,0
11025,3674,pixel_transfer,1,0,1,0,1,0
11026,3675,pixel_transfer,2,0,2,0,2,0
11029,3676,pixel_transfer,1,0,1,0,1,0
11030,3676,pixel_transfer,2,0,2,0,2,0
11033,3677,pixel_transfer,1,0,1,0,1,0
11034,3677,pixel_transfer,2,0,2,0,2,0
11037,3678,pixel_transfer,1,0,1,0,1,0
11038,3679,pixel_transfer,2,0,2,0,2,0
11041,3680,pixel_transfer,1,0,1,0,1,0
11042,3680,pixel_transfer,2,2,2,0,2,0
11045,3681,pixel_transfer,1,0,1,0,1,0
11046,3681,pixel_transfer,0,0,2,0,2,0
11049,3682,pixel_transfer,1,0,1,0,1,0
11050,3683,pixel_transfer,0,0,2,0,2,0
11053,3684,pixel_transfer,1,0,1,0,1,0
11054,3684,pixel_transfer,0,0,2,0,2,0
11057,3685,pixel_transfer,1,0,1,0,1,0
11058,3685,pixel_transfer,0,0,2,0,2,0
11061,3686,pixel_transfer,1,0,1,0,1,0
11062,3687,pixel_transfer,0,0,2,0,2,0
11065,3688,pixel_transfer,3,0,1,0,1,0
11066,3688,pixel_transfer,0,0,2,0,2,0
11069,3689,pixel_transfer,3,0,1,0,1,0
11070,3689,pixel_transfer,0,0,2,2,2,0
11073,3690,pixel_transfer,3,0,1,0,1,0
11074,3691,pixel_transfer,0,0,0,0,2,2
11077,3692,line_marker,3,0,1,0,1,0
11081,3693,pixel_transfer,3,0,1,0,1,0
11085,3694,pixel_transfer,3,0,1,0,1,0
11089,3696,pixel_transfer,3,0,1,0,1,0
11093,3697,pixel_transfer,3,0,3,0,1,0
11097,3698,pixel_transfer,3,0,3,0,3,0
11101,3700,pixel_transfer,3,0,3,0,3,0
11105,3701,pixel_transfer,3,0,3,0,3,0
11109,3702,pixel_transfer,3,0,3,0,3,0
11113,3704,pixel_transfer,3,0,3,0,3,0
11117,3705,pixel_transfer,3,1,3,0,3,0
11121,3706,pixel_transfer,2,0,3,0,3,0
11125,3708,pixel_transfer,2,0,3,0,3,0
11129,3709,pixel_transfer,2,0,3,0,3,0
11133,3710,pixel_transfer,2,0,3,0,3,0
11137,3712,pixel_transfer,2,0,3,0,3,0
11140,3713,pixel_transfer,1,0,0,0,0,0
11141,3713,pixel_transfer,2,0,3,0,3,0
11144,3714,pixel_transfer,1,0,0,0,0,0
11145,3714,pixel_transfer,2,0,3,1,3,0
11148,3715,pixel_transfer,1,0,0,0,0,0
11149,3716,pixel_transfer,2,0,2,0,3,1
11152,3717,pixel_transfer,1,0,0,0,0,0
11153,3717,pixel_transfer,2,0,2,0,2,0
11156,3718,pixel_transfer,1,0,0,0,0,0
11157,3718,pixel_transfer,2,0,2,0,2,0
11160,3719,pixel_transfer,1,0,0,0,0,0
11161,3720,pixel_transfer,2,0,2,0,2,0
11164,3721,pixel_transfer,1,0,0,0,0,0
11165,3721,pixel_transfer,2,0,2,0,2,0
11168,3722,pixel_transfer,1,0,1,0,0,0
11169,3722,pixel_transfer,2,0,2,0,2,0
11172,3723,pixel_transfer,1,0,1,0,1,0
11173,3724,pixel_transfer,2,0,2,0,2,0
11176,3725,pixel_transfer,1,0,1,0,1,0
11177,3725,pixel_transfer,2,0,2,0,2,0
11180,3726,pixel_transfer,1,0,1,0,1,0
11181,3726,pixel_transfer,2,0,2,0,2,0
11184,3727,pixel_transfer,1,0,1,0,1,0
11185,3728,pixel_transfer,2,0,2,0,2,0
11188,3729,pixel_transfer,1,0,1,0,1,0
11189,3729,pixel_transfer,2,2,2,0,2,0
11192,3730,pixel_transfer,1,0,1,0,1,0
11193,3730,pixel_transfer,0,0,2,0,2,0
11196,3731,pixel_transfer,1,0,1,0,1,0
11197,3732,pixel_transfer,0,0,2,0,2,0
11200,3733,pixel_transfer,1,0,1,0,1,0
11201,3733,pixel_transfer,0,0,2,0,2,0
11204,3734,pixel_transfer,1,0,1,0,1,0
11205,3734,pixel_transfer,0,0,2,0,2,0
11208,3735,pixel_transfer,1,0,1,0,1,0
11209,3736,pixel_transfer,0,0,2,0,2,0
11212,3737,pixel_transfer,3,0,1,0,1,0
11213,3737,pixel_transfer,0,0,2,0,2,0
11216,3738,pixel_transfer,3,0,1,0,1,0
11217,3738,pixel_transfer,0,0,2,2,2,0
11220,3739,pixel_transfer,3,0,1,0,1,0
11221,3740,pixel_transfer,0,0,0,0,2,2
11224,3741,line_marker,3,0,1,0,1,0
11228,3742,pixel_transfer,3,0,1,0,1,0
11232,3743,pixel_transfer,3,0,1,0,1,0
11236,3745,pixel_transfer,3,0,1,0,1,0
11240,3746,pixel_transfer,3,0,3,0,1,0
11244,3747,pixel_transfer,3,0,3,0,3,0
11248,3749,pixel_transfer,3,0,3,0,3,0
11252,3750,pixel_transfer,3,0,3,0,3,0
11256,3751,pixel_transfer,3,0,3,0,3,0
11260,3753,pixel_transfer,3,0,3,0,3,0
11264,3754,pixel_transfer,3,1,3,0,3,0
11268,3755,pixel_transfer,2,0,3,0,3,0
11272,3757,pixel_transfer,2,0,3,0,3,0
11276,3758,pixel_transfer,2,0,3,0,3,0
11280,3759,pixel_transfer,2,0,3,0,3,0
11284,3761,pixel_transfer,2,0,3,0,3,0
11287,3762,pixel_transfer,1,0,0,0,0,0
11288,3762,pixel_transfer,2,0,3,0,3,0
11291,3763,pixel_transfer,1,0,0,0,0,0
11292,3763,pixel_transfer,2,0,3,1,3,0
11295,3764,pixel_transfer,1,0,0,0,0,0
11296,3765,pixel_transfer,2,0,2,0,3,1
11299,3766,pixel_transfer,1,0,0,0,0,0
11300,3766,pixel_transfer,2,0,2,0,2,0
11303,3767,pixel_transfer,1,0,0,0,0,0
11304,3767,pixel_transfer,2,0,2,0,2,0
11307,3768,pixel_transfer,1,0,0,0,0,0
11308,3769,pixel_transfer,2,0,2,0,2,0
11311,3770,pixel_transfer,1,0,0,0,0,0
11312,3770,pixel_transfer,2,0,2,0,2,0
11315,3771,pixel_transfer,1,0,1,0,0,0
11316,3771,pixel_transfer,2,0,2,0,2,0
11319,3772,pixel_transfer,1,0,1,0,1,0
11320,3773,pixel_transfer,2,0,2,0,2,0
11323,3774,pixel_transfer,1,0,1,0,1,0
11324,3774,pixel_transfer,2,0,2,0,2,0
11327,3775,pixel_transfer,1,0,1,0,1,0
11328,3775,pixel_transfer,2,0,2,0,2,0
11331,3776,pixel_transfer,1,0,1,0,1,0
11332,3777,pixel_transfer,2,0,2,0,2,0
11335,3778,pixel_transfer,1,0,1,0,1,0
11336,3778,pixel_transfer,2,2,2,0,2,0
11339,3779,pixel_transfer,1,0,1,0,1,0
11340,3779,pixel_transfer,0,0,2,0,2,0
11343,3780,pixel_transfer,1,0,1,0,1,0
11344,3781,pixel_transfer,0,0,2,0,2,0
11347,3782,pixel_transfer,1,0,1,0,1,0
11348,3782,pixel_transfer,0,0,2,0,2,0
11351,3783,pixel_transfer,1,0,1,0,1,0
11352,3783,pixel_transfer,0,0,2,0,2,0
11355,3784,pixel_transfer,1,0,1,0,1,0
11356,3785,pixel_transfer,0,0,2,0,2,0
11359,3786,pixel_transfer,3,0,1,0,1,0
11360,3786,pixel_transfer,0,0,2,0,2,0
11363,3787,pixel_transfer,3,0,1,0,1,0
11364,3787,pixel_transfer,0,0,2,2,2,0
11367,3788,pixel_transfer,3,0,1,0,1,0
11368,3789,pixel_transfer,0,0,0,0,2,2
11371,3790,line_marker,3,0,1,0,1,0
11375,3791,pixel_transfer,3,0,1,0,1,0
11379,3792,pixel_transfer,3,0,1,0,1,0
11383,3794,pixel_transfer,3,0,1,0,1,0
11387,3795,pixel_transfer,3,0,3,0,1,0
11391,3796,pixel_transfer,3,0,3,0,3,0
11395,3798,pixel_transfer,3,0,3,0,3,0
11399,3799,pixel_transfer,3,0,3,0,3,0
11403,3800,pixel_transfer,3,0,3,0,3,0
11407,3802,pixel_transfer,3,0,3,0,3,0
11411,3803,pixel_transfer,3,1,3,0,3,0
11415,3804,pixel_transfer,2,0,3,0,3,0
11419,3806,pixel_transfer,2,0,3,0,3,0
11423,3807,pixel_transfer,2,0,3,0,3,0
11427,3808,pixel_transfer,2,0,3,0,3,0
11431,3810,pixel_transfer,2,0,3,0,3,0
11434,3811,pixel_transfer,1,0,0,0,0,0
11435,3811,pixel_transfer,2,0,3,0,3,0
11438,3812,pixel_transfer,1,0,0,0,0,0
11439,3812,pixel_transfer,2,0,3,1,3,0
11442,3813,pixel_transfer,1,0,0,0,0,0
11443,3814,pixel_transfer,2,0,2,0,3,1
11446,3815,pixel_transfer,1,0,0,0,0,0
11447,3815,pixel_transfer,2,0,2,0,2,0
11450,3816,pixel_transfer,1,0,0,0,0,0
11451,3816,pixel_transfer,2,0,2,0,2,0
11454,3817,pixel_transfer,1,0,0,0,0,0
11455,3818,pixel_transfer,2,0,2,0,2,0
11458,3819,pixel_transfer,1,0,0,0,0,0
11459,3819,pixel_transfer,2,0,2,0,2,0
11462,3820,pixel_transfer,1,0,1,0,0,0
11463,3820,pixel_transfer,2,0,2,0,2,0
11466,3821,pixel_transfer,1,0,1,0,1,0
11467,3822,pixel_transfer,2,0,2,0,2,0
11470,3823,pixel_transfer,1,0,1,0,1,0
11471,3823,pixel_transfer,2,0,2,0,2,0
11474,3824,pixel_transfer,1,0,1,0,1,0
11475,3824,pixel_transfer,2,0,2,0,2,0
11478,3825,pixel_transfer,1,0,1,0,1,0
11479,3826,pixel_transfer,2,0,2,0,2,0
11482,3827,pixel_transfer,1,0,1,0,1,0
11483,3827,pixel_transfer,2,2,2,0,2,0
11486,3828,pixel_transfer,1,0,1,0,1,0
11487,3828,pixel_transfer,0,0,2,0,2,0
11490,3829,pixel_transfer,1,0,1,0,1,0
11491,3830,pixel_transfer,0,0,2,0,2,0
11494,3831,pixel_transfer,1,0,1,0,1,0
11495,3831,pixel_transfer,0,0,2,0,2,0
11498,3832,pixel_transfer,1,0,1,0,1,0
11499,3832,pixel_transfer,0,0,2,0,2,0
11502,3833,pixel_transfer,1,0,1,0,1,0
11503,3834,pixel_transfer,0,0,2,0,2,0
11506,3835,pixel_transfer,3,0,1,0,1,0
11507,3835,pixel_transfer,0,0,2,0,2,0
11510,3836,pixel_transfer,3,0,1,0,1,0
11511,3836,pixel_transfer,0,0,2,2,2,0
11514,3837,pixel_transfer,3,0,1,0,1,0
11515,3838,pixel_transfer,0,0,0,0,2,2
11518,3839,line_marker,3,0,1,0,1,0
11522,3840,pixel_transfer,3,0,1,0,1,0
11526,3841,pixel_transfer,3,0,1,0,1,0
11530,3843,pixel_transfer,3,0,1,0,1,0
11534,3844,pixel_transfer,3,0,3,0,1,0
11538,3845,pixel_transfer,3,0,3,0,3,0
11542,3847,pixel_transfer,3,0,3,0,3,0
11546,3848,pixel_transfer,3,0,3,0,3,0
11550,3849,pixel_transfer,3,0,3,0,3,0
11554,3851,pixel_transfer,3,0,3,0,3,0
11558,3852,pixel_transfer,3,1,3,0,3,0
11562,3853,pixel_transfer,2,0,3,0,3,0
11566,3855,pixel_transfer,2,0,3,0,3,0
11570,3856,pixel_transfer,2,0,3,0,3,0
11574,3857,pixel_transfer,2,0,3,0,3,0
11578,3859,pixel_transfer,2,0,3,0,3,0
11581,3860,pixel_transfer,1,0,0,0,0,0
11582,3860,pixel_transfer,2,0,3,0,3,0
11585,3861,pixel_transfer,1,0,0,0,0,0
11586,3861,pixel_transfer,2,0,3,1,3,0
11589,3862,pixel_transfer,1,0,0,0,0,0
11590,3863,pixel_transfer,2,0,2,0,3,1
11593,3864,pixel_transfer,1,0,0,0,0,0
11594,3864,pixel_transfer,2,0,2,0,2,0
11597,3865,pixel_transfer,1,0,0,0,0,0
11598,3865,pixel_transfer,2,0,2,0,2,0
11601,3866,pixel_transfer,1,0,0,0,0,0
11602,3867,pixel_transfer,2,0,2,0,2,0
11605,3868,pixel_transfer,1,0,0,0,0,0
11606,3868,pixel_transfer,2,0,2,0,2,0
11609,3869,pixel_transfer,1,0,1,0,0,0
11610,3869,pixel_transfer,2,0,2,0,2,0
11613,3870,pixel_transfer,1,0,1,0,1,0
11614,3871,pixel_transfer,2,0,2,0,2,0
11617,3872,pixel_transfer,1,0,1,0,1,0
11618,3872,pixel_transfer,2,0,2,0,2,0
11621,3873,pixel_transfer,1,0,1,0,1,0
11622,3873,pixel_transfer,2,0,2,0,2,0
11625,3874,pixel_transfer,1,0,1,0,1,0
11626,3875,pixel_transfer,2,0,2,0,2,0
11629,3876,pixel_transfer,1,0,1,0,1,0
11630,3876,pixel_transfer,2,2,2,0,2,0
11633,3877,pixel_transfer,1,0,1,0,1,0
11634,3877,pixel_transfer,0,0,2,0,2,0
11637,3878,pixel_transfer,1,0,1,0,1,0
11638,3879,pixel_transfer,0,0,2,0,2,0
11641,3880,pixel_transfer,1,0,1,0,1,0
11642,3880,pixel_transfer,0,0,2,0,2,0
11645,3881,pixel_transfer,1,0,1,0,1,0
11646,3881,pixel_transfer,0,0,2,0,2,0
11649,3882,pixel_transfer,1,0,1,0,1,0
11650,3883,pixel_transfer,0,0,2,0,2,0
11653,3884,pixel_transfer,3,0,1,0,1,0
11654,3884,pixel_transfer,0,0,2,0,2,0
11657,3885,pixel_transfer,3,0,1,0,1,0
11658,3885,pixel_transfer,0,0,2,2,2,0
11661,3886,pixel_transfer,3,0,1,0,1,0
11662,3887,pixel_transfer,0,0,0,0,2,2
