dsc_cycle,axi_cycle,phase,slice_buffer_valid,slice_buffer_last,flatness_valid,flatness_last,predict_valid,predict_last
15992,5330,pixel_transfer,2,0,3,0,3,0
15995,5331,pixel_transfer,1,0,0,0,0,0
15996,5331,pixel_transfer,2,0,3,1,3,0
15999,5332,pixel_transfer,1,0,0,0,0,0
16000,5333,pixel_transfer,2,0,2,0,3,1
16003,5334,pixel_transfer,1,0,0,0,0,0
16004,5334,pixel_transfer,2,0,2,0,2,0
16007,5335,pixel_transfer,1,0,0,0,0,0
16008,5335,pixel_transfer,2,0,2,0,2,0
16011,5336,pixel_transfer,1,0,0,0,0,0
16012,5337,pixel_transfer,2,0,2,0,2,0
16015,5338,pixel_transfer,1,0,0,0,0,0
16016,5338,pixel_transfer,2,0,2,0,2,0
16019,5339,pixel_transfer,1,0,1,0,0,0
16020,5339,pixel_transfer,2,0,2,0,2,0
16023,5340,pixel_transfer,1,0,1,0,1,0
16024,5341,pixel_transfer,2,0,2,0,2,0
16027,5342,pixel_transfer,1,0,1,0,1,0
16028,5342,pixel_transfer,2,0,2,0,2,0
16031,5343,pixel_transfer,1,0,1,0,1,0
16032,5343,pixel_transfer,2,0,2,0,2,0
16035,5344,pixel_transfer,1,0,1,0,1,0
16036,5345,pixel_transfer,2,0,2,0,2,0
16039,5346,pixel_transfer,1,0,1,0,1,0
16040,5346,pixel_transfer,2,2,2,0,2,0
16043,5347,pixel_transfer,1,0,1,0,1,0
16044,5347,pixel_transfer,0,0,2,0,2,0
16047,5348,pixel_transfer,1,0,1,0,1,0
16048,5349,pixel_transfer,0,0,2,0,2,0
16051,5350,pixel_transfer,1,0,1,0,1,0
16052,5350,pixel_transfer,0,0,2,0,2,0
16055,5351,pixel_transfer,1,0,1,0,1,0
16056,5351,pixel_transfer,0,0,2,0,2,0
16059,5352,pixel_transfer,1,0,1,0,1,0
16060,5353,pixel_transfer,0,0,2,0,2,0
16063,5354,pixel_transfer,3,0,1,0,1,0
16064,5354,pixel_transfer,0,0,2,0,2,0
16067,5355,pixel_transfer,3,0,1,0,1,0
16068,5355,pixel_transfer,0,0,2,2,2,0
16071,5356,pixel_transfer,3,0,1,0,1,0
16072,5357,pixel_transfer,0,0,0,0,2,2
16075,5358,line_marker,3,0,1,0,1,0
16079,5359,pixel_transfer,3,0,1,0,1,0
16083,5360,pixel_transfer,3,0,1,0,1,0
16087,5362,pixel_transfer,3,0,1,0,1,0
16091,5363,pixel_transfer,3,0,3,0,1,0
16095,5364,pixel_transfer,3,0,3,0,3,0
16099,5366,pixel_transfer,3,0,3,0,3,0
16103,5367,pixel_transfer,3,0,3,0,3,0
16107,5368,pixel_transfer,3,0,3,0,3,0
16111,5370,pixel_transfer,3,0,3,0,3,0
16115,5371,pixel_transfer,3,1,3,0,3,0
16119,5372,pixel_transfer,2,0,3,0,3,0
16123,5374,pixel_transfer,2,0,3,0,3,0
16127,5375,pixel_transfer,2,0,3,0,3,0
16131,5376,pixel_transfer,2,0,3,0,3,0
16135,5378,pixel_transfer,2,0,3,0,3,0
16138,5379,pixel_transfer,1,0,0,0,0,0
16139,5379,pixel_transfer,2,0,3,0,3,0
16142,5380,pixel_transfer,1,0,0,0,0,0
16143,5380,pixel_transfer,2,0,3,1,3,0
16146,5381,pixel_transfer,1,0,0,0,0,0
16147,5382,pixel_transfer,2,0,2,0,3,1
16150,5383,pixel_transfer,1,0,0,0,0,0
16151,5383,pixel_transfer,2,0,2,0,2,0
16154,5384,pixel_transfer,1,0,0,0,0,0
16155,5384,pixel_transfer,2,0,2,0,2,0
16158,5385,pixel_transfer,1,0,0,0,0,0
16159,5386,pixel_transfer,2,0,2,0,2,0
16162,5387,pixel_transfer,1,0,0,0,0,0
16163,5387,pixel_transfer,2,0,2,0,2,0
16166,5388,pixel_transfer,1,0,1,0,0,0
16167,5388,pixel_transfer,2,0,2,0,2,0
16170,5389,pixel_transfer,1,0,1,0,1,0
16171,5390,pixel_transfer,2,0,2,0,2,0
16174,5391,pixel_transfer,1,0,1,0,1,0
16175,5391,pixel_transfer,2,0,2,0,2,0
16178,5392,pixel_transfer,1,0,1,0,1,0
16179,5392,pixel_transfer,2,0,2,0,2,0
16182,5393,pixel_transfer,1,0,1,0,1,0
16183,5394,pixel_transfer,2,0,2,0,2,0
16186,5395,pixel_transfer,1,0,1,0,1,0
16187,5395,pixel_transfer,2,2,2,0,2,0
16190,5396,pixel_transfer,1,0,1,0,1,0
16191,5396,pixel_transfer,0,0,2,0,2,0
16194,5397,pixel_transfer,1,0,1,0,1,0
16195,5398,pixel_transfer,0,0,2,0,2,0
16198,5399,pixel_transfer,1,0,1,0,1,0
16199,5399,pixel_transfer,0,0,2,0,2,0
16202,5400,pixel_transfer,1,0,1,0,1,0
16203,5400,pixel_transfer,0,0,2,0,2,0
16206,5401,pixel_transfer,1,0,1,0,1,0
16207,5402,pixel_transfer,0,0,2,0,2,0
16210,5403,pixel_transfer,3,0,1,0,1,0
16211,5403,pixel_transfer,0,0,2,0,2,0
16214,5404,pixel_transfer,3,0,1,0,1,0
16215,5404,pixel_transfer,0,0,2,2,2,0
16218,5405,pixel_transfer,3,0,1,0,1,0
16219,5406,pixel_transfer,0,0,0,0,2,2
16222,5407,line_marker,3,0,1,0,1,0
16226,5408,pixel_transfer,3,0,1,0,1,0
16230,5409,pixel_transfer,3,0,1,0,1,0
16234,5411,pixel_transfer,3,0,1,0,1,0
16238,5412,pixel_transfer,3,0,3,0,1,0
16242,5413,pixel_transfer,3,0,3,0,3,0
16246,5415,pixel_transfer,3,0,3,0,3,0
16250,5416,pixel_transfer,3,0,3,0,3,0
16254,5417,pixel_transfer,3,0,3,0,3,0
16258,5419,pixel_transfer,3,0,3,0,3,0
16262,5420,pixel_transfer,3,1,3,0,3,0
16266,5421,pixel_transfer,2,0,3,0,3,0
16270,5423,pixel_transfer,2,0,3,0,3,0
16274,5424,pixel_transfer,2,0,3,0,3,0
16278,5425,pixel_transfer,2,0,3,0,3,0
16282,5427,pixel_transfer,2,0,3,0,3,0
16285,5428,pixel_transfer,1,0,0,0,0,0
16286,5428,pixel_transfer,2,0,3,0,3,0
16289,5429,pixel_transfer,1,0,0,0,0,0
16290,5429,pixel_transfer,2,0,3,1,3,0
16293,5430,pixel_transfer,1,0,0,0,0,0
16294,5431,pixel_transfer,2,0,2,0,3,1
16297,5432,pixel_transfer,1,0,0,0,0,0
16298,5432,pixel_transfer,2,0,2,0,2,0
16301,5433,pixel_transfer,1,0,0,0,0,0
16302,5433,pixel_transfer,2,0,2,0,2,0
16305,5434,pixel_transfer,1,0,0,0,0,0
16306,5435,pixel_transfer,2,0,2,0,2,0
16309,5436,pixel_transfer,1,0,0,0,0,0
16310,5436,pixel_transfer,2,0,2,0,2,0
16313,5437,pixel_transfer,1,0,1,0,0,0
16314,5437,pixel_transfer,2,0,2,0,2,0
16317,5438,pixel_transfer,1,0,1,0,1,0
16318,5439,pixel_transfer,2,0,2,0,2,0
16321,5440,pixel_transfer,1,0,1,0,1,0
16322,5440,pixel_transfer,2,0,2,0,2,0
16325,5441,pixel_transfer,1,0,1,0,1,0
16326,5441,pixel_transfer,2,0,2,0,2,0
16329,5442,pixel_transfer,1,0,1,0,1,0
16330,5443,pixel_transfer,2,0,2,0,2,0
16333,5444,pixel_transfer,1,0,1,0,1,0
16334,5444,pixel_transfer,2,2,2,0,2,0
16337,5445,pixel_transfer,1,0,1,0,1,0
16338,5445,pixel_transfer,0,0,2,0,2,0
16341,5446,pixel_transfer,1,0,1,0,1,0
16342,5447,pixel_transfer,0,0,2,0,2,0
16345,5448,pixel_transfer,1,0,1,0,1,0
16346,5448,pixel_transfer,0,0,2,0,2,0
16349,5449,pixel_transfer,1,0,1,0,1,0
16350,5449,pixel_transfer,0,0,2,0,2,0
16353,5450,pixel_transfer,1,0,1,0,1,0
16354,5451,pixel_transfer,0,0,2,0,2,0
16357,5452,pixel_transfer,3,0,1,0,1,0
16358,5452,pixel_transfer,0,0,2,0,2,0
16361,5453,pixel_transfer,3,0,1,0,1,0
16362,5453,pixel_transfer,0,0,2,2,2,0
16365,5454,pixel_transfer,3,0,1,0,1,0
16366,5455,pixel_transfer,0,0,0,0,2,2
16369,5456,line_marker,3,0,1,0,1,0
16373,5457,pixel_transfer,3,0,1,0,1,0
16377,5458,pixel_transfer,3,0,1,0,1,0
16381,5460,pixel_transfer,3,0,1,0,1,0
16385,5461,pixel_transfer,3,0,3,0,1,0
16389,5462,pixel_transfer,3,0,3,0,3,0
16393,5464,pixel_transfer,3,0,3,0,3,0
16397,5465,pixel_transfer,3,0,3,0,3,0
16401,5466,pixel_transfer,3,0,3,0,3,0
16405,5468,pixel_transfer,3,0,3,0,3,0
16409,5469,pixel_transfer,3,1,3,0,3,0
16413,5470,pixel_transfer,2,0,3,0,3,0
16417,5472,pixel_transfer,2,0,3,0,3,0
16421,5473,pixel_transfer,2,0,3,0,3,0
16425,5474,pixel_transfer,2,0,3,0,3,0
16429,5476,pixel_transfer,2,0,3,0,3,0
16432,5477,pixel_transfer,1,0,0,0,0,0
16433,5477,pixel_transfer,2,0,3,0,3,0
16436,5478,pixel_transfer,1,0,0,0,0,0
16437,5478,pixel_transfer,2,0,3,1,3,0
16440,5479,pixel_transfer,1,0,0,0,0,0
16441,5480,pixel_transfer,2,0,2,0,3,1
16444,5481,pixel_transfer,1,0,0,0,0,0
16445,5481,pixel_transfer,2,0,2,0,2,0
16448,5482,pixel_transfer,1,0,0,0,0,0
16449,5482,pixel_transfer,2,0,2,0,2,0
16452,5483,pixel_transfer,1,0,0,0,0,0
16453,5484,pixel_transfer,2,0,2,0,2,0
16456,5485,pixel_transfer,1,0,0,0,0,0
16457,5485,pixel_transfer,2,0,2,0,2,0
16460,5486,pixel_transfer,1,0,1,0,0,0
16461,5486,pixel_transfer,2,0,2,0,2,0
16464,5487,pixel_transfer,1,0,1,0,1,0
16465,5488,pixel_transfer,2,0,2,0,2,0
16468,5489,pixel_transfer,1,0,1,0,1,0
16469,5489,pixel_transfer,2,0,2,0,2,0
16472,5490,pixel_transfer,1,0,1,0,1,0
16473,5490,pixel_transfer,2,0,2,0,2,0
16476,5491,pixel_transfer,1,0,1,0,1,0
16477,5492,pixel_transfer,2,0,2,0,2,0
16480,5493,pixel_transfer,1,0,1,0,1,0
16481,5493,pixel_transfer,2,2,2,0,2,0
16484,5494,pixel_transfer,1,0,1,0,1,0
16485,5494,pixel_transfer,0,0,2,0,2,0
16488,5495,pixel_transfer,1,0,1,0,1,0
16489,5496,pixel_transfer,0,0,2,0,2,0
16492,5497,pixel_transfer,1,0,1,0,1,0
16493,5497,pixel_transfer,0,0,2,0,2,0
16496,5498,pixel_transfer,1,0,1,0,1,0
16497,5498,pixel_transfer,0,0,2,0,2,0
16500,5499,pixel_transfer,1,0,1,0,1,0
16501,5500,pixel_transfer,0,0,2,0,2,0
16504,5501,pixel_transfer,3,0,1,0,1,0
16505,5501,pixel_transfer,0,0,2,0,2,0
16508,5502,pixel_transfer,3,0,1,0,1,0
16509,5502,pixel_transfer,0,0,2,2,2,0
16512,5503,pixel_transfer,3,0,1,0,1,0
16513,5504,pixel_transfer,0,0,0,0,2,2
16516,5505,line_marker,3,0,1,0,1,0
16520,5506,pixel_transfer,3,0,1,0,1,0
16524,5507,pixel_transfer,3,0,1,0,1,0
16528,5509,pixel_transfer,3,0,1,0,1,0
16532,5510,pixel_transfer,3,0,3,0,1,0
16536,5511,pixel_transfer,3,0,3,0,3,0
16540,5513,pixel_transfer,3,0,3,0,3,0
16544,5514,pixel_transfer,3,0,3,0,3,0
16548,5515,pixel_transfer,3,0,3,0,3,0
16552,5517,pixel_transfer,3,0,3,0,3,0
16556,5518,pixel_transfer,3,1,3,0,3,0
16560,5519,pixel_transfer,2,0,3,0,3,0
16564,5521,pixel_transfer,2,0,3,0,3,0
16568,5522,pixel_transfer,2,0,3,0,3,0
16572,5523,pixel_transfer,2,0,3,0,3,0
16576,5525,pixel_transfer,2,0,3,0,3,0
16579,5526,pixel_transfer,1,0,0,0,0,0
16580,5526,pixel_transfer,2,0,3,0,3,0
16583,5527,pixel_transfer,1,0,0,0,0,0
16584,5527,pixel_transfer,2,0,3,1,3,0
16587,5528,pixel_transfer,1,0,0,0,0,0
16588,5529,pixel_transfer,2,0,2,0,3,1
16591,5530,pixel_transfer,1,0,0,0,0,0
16592,5530,pixel_transfer,2,0,2,0,2,0
16595,5531,pixel_transfer,1,0,0,0,0,0
16596,5531,pixel_transfer,2,0,2,0,2,0
16599,5532,pixel_transfer,1,0,0,0,0,0
16600,5533,pixel_transfer,2,0,2,0,2,0
16603,5534,pixel_transfer,1,0,0,0,0,0
16604,5534,pixel_transfer,2,0,2,0,2,0
16607,5535,pixel_transfer,1,0,1,0,0,0
16608,5535,pixel_transfer,2,0,2,0,2,0
16611,5536,pixel_transfer,1,0,1,0,1,0
16612,5537,pixel_transfer,2,0,2,0,2,0
16615,5538,pixel_transfer,1,0,1,0,1,0
16616,5538,pixel_transfer,2,0,2,0,2,0
16619,5539,pixel_transfer,1,0,1,0,1,0
16620,5539,pixel_transfer,2,0,2,0,2,0
16623,5540,pixel_transfer,1,0,1,0,1,0
16624,5541,pixel_transfer,2,0,2,0,2,0
16627,5542,pixel_transfer,1,0,1,0,1,0
16628,5542,pixel_transfer,2,2,2,0,2,0
16631,5543,pixel_transfer,1,0,1,0,1,0
16632,5543,pixel_transfer,0,0,2,0,2,0
16635,5544,pixel_transfer,1,0,1,0,1,0
16636,5545,pixel_transfer,0,0,2,0,2,0
16639,5546,pixel_transfer,1,0,1,0,1,0
16640,5546,pixel_transfer,0,0,2,0,2,0
16643,5547,pixel_transfer,1,0,1,0,1,0
16644,5547,pixel_transfer,0,0,2,0,2,0
16647,5548,pixel_transfer,1,0,1,0,1,0
16648,5549,pixel_transfer,0,0,2,0,2,0
16651,5550,pixel_transfer,3,0,1,0,1,0
16652,5550,pixel_transfer,0,0,2,0,2,0
16655,5551,pixel_transfer,3,0,1,0,1,0
16656,5551,pixel_transfer,0,0,2,2,2,0
16659,5552,pixel_transfer,3,0,1,0,1,0
16660,5553,pixel_transfer,0,0,0,0,2,2
16663,5554,line_marker,3,0,1,0,1,0
16667,5555,pixel_transfer,3,0,1,0,1,0
16671,5556,pixel_transfer,3,0,1,0,1,0
16675,5558,pixel_transfer,3,0,1,0,1,0
16679,5559,pixel_transfer,3,0,3,0,1,0
16683,5560,pixel_transfer,3,0,3,0,3,0
16687,5562,pixel_transfer,3,0,3,0,3,0
16691,5563,pixel_transfer,3,0,3,0,3,0
16695,5564,pixel_transfer,3,0,3,0,3,0
16699,5566,pixel_transfer,3,0,3,0,3,0
16703,5567,pixel_transfer,3,1,3,0,3,0
16707,5568,pixel_transfer,2,0,3,0,3,0
16711,5570,pixel_transfer,2,0,3,0,3,0
16715,5571,pixel_transfer,2,0,3,0,3,0
16719,5572,pixel_transfer,2,0,3,0,3,0
16723,5574,pixel_transfer,2,0,3,0,3,0
16726,5575,pixel_transfer,1,0,0,0,0,0
16727,5575,pixel_transfer,2,0,3,0,3,0
16730,5576,pixel_transfer,1,0,0,0,0,0
16731,5576,pixel_transfer,2,0,3,1,3,0
16734,5577,pixel_transfer,1,0,0,0,0,0
16735,5578,pixel_transfer,2,0,2,0,3,1
16738,5579,pixel_transfer,1,0,0,0,0,0
16739,5579,pixel_transfer,2,0,2,0,2,0
16742,5580,pixel_transfer,1,0,0,0,0,0
16743,5580,pixel_transfer,2,0,2,0,2,0
16746,5581,pixel_transfer,1,0,0,0,0,0
16747,5582,pixel_transfer,2,0,2,0,2,0
16750,5583,pixel_transfer,1,0,0,0,0,0
16751,5583,pixel_transfer,2,0,2,0,2,0
16754,5584,pixel_transfer,1,0,1,0,0,0
16755,5584,pixel_transfer,2,0,2,0,2,0
16758,5585,pixel_transfer,1,0,1,0,1,0
16759,5586,pixel_transfer,2,0,2,0,2,0
16762,5587,pixel_transfer,1,0,1,0,1,0
16763,5587,pixel_transfer,2,0,2,0,2,0
16766,5588,pixel_transfer,1,0,1,0,1,0
16767,5588,pixel_transfer,2,0,2,0,2,0
16770,5589,pixel_transfer,1,0,1,0,1,0
16771,5590,pixel_transfer,2,0,2,0,2,0
16774,5591,pixel_transfer,1,0,1,0,1,0
16775,5591,pixel_transfer,2,2,2,0,2,0
16778,5592,pixel_transfer,1,0,1,0,1,0
16779,5592,pixel_transfer,0,0,2,0,2,0
16782,5593,pixel_transfer,1,0,1,0,1,0
16783,5594,pixel_transfer,0,0,2,0,2,0
16786,5595,pixel_transfer,1,0,1,0,1,0
16787,5595,pixel_transfer,0,0,2,0,2,0
16790,5596,pixel_transfer,1,0,1,0,1,0
16791,5596,pixel_transfer,0,0,2,0,2,0
16794,5597,pixel_transfer,1,0,1,0,1,0
16795,5598,pixel_transfer,0,0,2,0,2,0
16798,5599,pixel_transfer,3,0,1,0,1,0
16799,5599,pixel_transfer,0,0,2,0,2,0
16802,5600,pixel_transfer,3,0,1,0,1,0
16803,5600,pixel_transfer,0,0,2,2,2,0
16806,5601,pixel_transfer,3,0,1,0,1,0
16807,5602,pixel_transfer,0,0,0,0,2,2
16810,5603,line_marker,3,0,1,0,1,0
16814,5604,pixel_transfer,3,0,1,0,1,0
16818,5605,pixel_transfer,3,0,1,0,1,0
16822,5607,pixel_transfer,3,0,1,0,1,0
16826,5608,pixel_transfer,3,0,3,0,1,0
16830,5609,pixel_transfer,3,0,3,0,3,0
16834,5611,pixel_transfer,3,0,3,0,3,0
16838,5612,pixel_transfer,3,0,3,0,3,0
16842,5613,pixel_transfer,3,0,3,0,3,0
16846,5615,pixel_transfer,3,0,3,0,3,0
16850,5616,pixel_transfer,3,1,3,0,3,0
16854,5617,pixel_transfer,2,0,3,0,3,0
16858,5619,pixel_transfer,2,0,3,0,3,0
16862,5620,pixel_transfer,2,0,3,0,3,0
16866,5621,pixel_transfer,2,0,3,0,3,0
16870,5623,pixel_transfer,2,0,3,0,3,0
16873,5624,pixel_transfer,1,0,0,0,0,0
16874,5624,pixel_transfer,2,0,3,0,3,0
16877,5625,pixel_transfer,1,0,0,0,0,0
16878,5625,pixel_transfer,2,0,3,1,3,0
16881,5626,pixel_transfer,1,0,0,0,0,0
16882,5627,pixel_transfer,2,0,2,0,3,1
16885,5628,pixel_transfer,1,0,0,0,0,0
16886,5628,pixel_transfer,2,0,2,0,2,0
16889,5629,pixel_transfer,1,0,0,0,0,0
16890,5629,pixel_transfer,2,0,2,0,2,0
16893,5630,pixel_transfer,1,0,0,0,0,0
16894,5631,pixel_transfer,2,0,2,0,2,0
16897,5632,pixel_transfer,1,0,0,0,0,0
16898,5632,pixel_transfer,2,0,2,0,2,0
16901,5633,pixel_transfer,1,0,1,0,0,0
16902,5633,pixel_transfer,2,0,2,0,2,0
16905,5634,pixel_transfer,1,0,1,0,1,0
16906,5635,pixel_transfer,2,0,2,0,2,0
16909,5636,pixel_transfer,1,0,1,0,1,0
16910,5636,pixel_transfer,2,0,2,0,2,0
16913,5637,pixel_transfer,1,0,1,0,1,0
16914,5637,pixel_transfer,2,0,2,0,2,0
16917,5638,pixel_transfer,1,0,1,0,1,0
16918,5639,pixel_transfer,2,0,2,0,2,0
16921,5640,pixel_transfer,1,0,1,0,1,0
16922,5640,pixel_transfer,2,2,2,0,2,0
16925,5641,pixel_transfer,1,0,1,0,1,0
16926,5641,pixel_transfer,0,0,2,0,2,0
16929,5642,pixel_transfer,1,0,1,0,1,0
16930,5643,pixel_transfer,0,0,2,0,2,0
16933,5644,pixel_transfer,1,0,1,0,1,0
16934,5644,pixel_transfer,0,0,2,0,2,0
16937,5645,pixel_transfer,1,0,1,0,1,0
16938,5645,pixel_transfer,0,0,2,0,2,0
16941,5646,pixel_transfer,1,0,1,0,1,0
16942,5647,pixel_transfer,0,0,2,0,2,0
16945,5648,pixel_transfer,3,0,1,0,1,0
16946,5648,pixel_transfer,0,0,2,0,2,0
16949,5649,pixel_transfer,3,0,1,0,1,0
16950,5649,pixel_transfer,0,0,2,2,2,0
16953,5650,pixel_transfer,3,0,1,0,1,0
16954,5651,pixel_transfer,0,0,0,0,2,2
16957,5652,line_marker,3,0,1,0,1,0
16961,5653,pixel_transfer,3,0,1,0,1,0
16965,5654,pixel_transfer,3,0,1,0,1,0
16969,5656,pixel_transfer,3,0,1,0,1,0
16973,5657,pixel_transfer,3,0,3,0,1,0
16977,5658,pixel_transfer,3,0,3,0,3,0
16981,5660,pixel_transfer,3,0,3,0,3,0
16985,5661,pixel_transfer,3,0,3,0,3,0
16989,5662,pixel_transfer,3,0,3,0,3,0
16993,5664,pixel_transfer,3,0,3,0,3,0
16997,5665,pixel_transfer,3,1,3,0,3,0
17001,5666,pixel_transfer,2,0,3,0,3,0
17005,5668,pixel_transfer,2,0,3,0,3,0
17009,5669,pixel_transfer,2,0,3,0,3,0
17013,5670,pixel_transfer,2,0,3,0,3,0
17017,5672,pixel_transfer,2,0,3,0,3,0
17020,5673,pixel_transfer,1,0,0,0,0,0
17021,5673,pixel_transfer,2,0,3,0,3,0
17024,5674,pixel_transfer,1,0,0,0,0,0
17025,5674,pixel_transfer,2,0,3,1,3,0
17028,5675,pixel_transfer,1,0,0,0,0,0
17029,5676,pixel_transfer,2,0,2,0,3,1
17032,5677,pixel_transfer,1,0,0,0,0,0
17033,5677,pixel_transfer,2,0,2,0,2,0
17036,5678,pixel_transfer,1,0,0,0,0,0
17037,5678,pixel_transfer,2,0,2,0,2,0
17040,5679,pixel_transfer,1,0,0,0,0,0
17041,5680,pixel_transfer,2,0,2,0,2,0
17044,5681,pixel_transfer,1,0,0,0,0,0
17045,5681,pixel_transfer,2,0,2,0,2,0
17048,5682,pixel_transfer,1,0,1,0,0,0
17049,5682,pixel_transfer,2,0,2,0,2,0
17052,5683,pixel_transfer,1,0,1,0,1,0
17053,5684,pixel_transfer,2,0,2,0,2,0
17056,5685,pixel_transfer,1,0,1,0,1,0
17057,5685,pixel_transfer,2,0,2,0,2,0
17060,5686,pixel_transfer,1,0,1,0,1,0
17061,5686,pixel_transfer,2,0,2,0,2,0
17064,5687,pixel_transfer,1,0,1,0,1,0
17065,5688,pixel_transfer,2,0,2,0,2,0
17068,5689,pixel_transfer,1,0,1,0,1,0
17069,5689,pixel_transfer,2,2,2,0,2,0
17072,5690,pixel_transfer,1,0,1,0,1,0
17073,5690,pixel_transfer,0,0,2,0,2,0
17076,5691,pixel_transfer,1,0,1,0,1,0
17077,5692,pixel_transfer,0,0,2,0,2,0
17080,5693,pixel_transfer,1,0,1,0,1,0
17081,5693,pixel_transfer,0,0,2,0,2,0
17084,5694,pixel_transfer,1,0,1,0,1,0
17085,5694,pixel_transfer,0,0,2,0,2,0
17088,5695,pixel_transfer,1,0,1,0,1,0
17089,5696,pixel_transfer,0,0,2,0,2,0
17092,5697,pixel_transfer,3,0,1,0,1,0
17093,5697,pixel_transfer,0,0,2,0,2,0
17096,5698,pixel_transfer,3,0,1,0,1,0
17097,5698,pixel_transfer,0,0,2,2,2,0
17100,5699,pixel_transfer,3,0,1,0,1,0
17101,5700,pixel_transfer,0,0,0,0,2,2
17104,5701,line_marker,3,0,1,0,1,0
17108,5702,pixel_transfer,3,0,1,0,1,0
17112,5703,pixel_transfer,3,0,1,0,1,0
17116,5705,pixel_transfer,3,0,1,0,1,0
17120,5706,pixel_transfer,3,0,3,0,1,0
17124,5707,pixel_transfer,3,0,3,0,3,0
17128,5709,pixel_transfer,3,0,3,0,3,0
17132,5710,pixel_transfer,3,0,3,0,3,0
17136,5711,pixel_transfer,3,0,3,0,3,0
17140,5713,pixel_transfer,3,0,3,0,3,0
17144,5714,pixel_transfer,3,1,3,0,3,0
17148,5715,pixel_transfer,2,0,3,0,3,0
17152,5717,pixel_transfer,2,0,3,0,3,0
17156,5718,pixel_transfer,2,0,3,0,3,0
17160,5719,pixel_transfer,2,0,3,0,3,0
17164,5721,pixel_transfer,2,0,3,0,3,0
17167,5722,pixel_transfer,1,0,0,0,0,0
17168,5722,pixel_transfer,2,0,3,0,3,0
17171,5723,pixel_transfer,1,0,0,0,0,0
17172,5723,pixel_transfer,2,0,3,1,3,0
17175,5724,pixel_transfer,1,0,0,0,0,0
17176,5725,pixel_transfer,2,0,2,0,3,1
17179,5726,pixel_transfer,1,0,0,0,0,0
17180,5726,pixel_transfer,2,0,2,0,2,0
17183,5727,pixel_transfer,1,0,0,0,0,0
17184,5727,pixel_transfer,2,0,2,0,2,0
17187,5728,pixel_transfer,1,0,0,0,0,0
17188,5729,pixel_transfer,2,0,2,0,2,0
17191,5730,pixel_transfer,1,0,0,0,0,0
17192,5730,pixel_transfer,2,0,2,0,2,0
17195,5731,pixel_transfer,1,0,1,0,0,0
17196,5731,pixel_transfer,2,0,2,0,2,0
17199,5732,pixel_transfer,1,0,1,0,1,0
17200,5733,pixel_transfer,2,0,2,0,2,0
17203,5734,pixel_transfer,1,0,1,0,1,0
17204,5734,pixel_transfer,2,0,2,0,2,0
17207,5735,pixel_transfer,1,0,1,0,1,0
17208,5735,pixel_transfer,2,0,2,0,2,0
17211,5736,pixel_transfer,1,0,1,0,1,0
17212,5737,pixel_transfer,2,0,2,0,2,0
17215,5738,pixel_transfer,1,0,1,0,1,0
17216,5738,pixel_transfer,2,2,2,0,2,0
17219,5739,pixel_transfer,1,0,1,0,1,0
17220,5739,pixel_transfer,0,0,2,0,2,0
17223,5740,pixel_transfer,1,0,1,0,1,0
17224,5741,pixel_transfer,0,0,2,0,2,0
17227,5742,pixel_transfer,1,0,1,0,1,0
17228,5742,pixel_transfer,0,0,2,0,2,0
17231,5743,pixel_transfer,1,0,1,0,1,0
17232,5743,pixel_transfer,0,0,2,0,2,0
17235,5744,pixel_transfer,1,0,1,0,1,0
17236,5745,pixel_transfer,0,0,2,0,2,0
17239,5746,pixel_transfer,3,0,1,0,1,0
17240,5746,pixel_transfer,0,0,2,0,2,0
17243,5747,pixel_transfer,3,0,1,0,1,0
17244,5747,pixel_transfer,0,0,2,2,2,0
17247,5748,pixel_transfer,3,0,1,0,1,0
17248,5749,pixel_transfer,0,0,0,0,2,2
17251,5750,line_marker,3,0,1,0,1,0
17255,5751,pixel_transfer,3,0,1,0,1,0
17259,5752,pixel_transfer,3,0,1,0,1,0
17263,5754,pixel_transfer,3,0,1,0,1,0
17267,5755,pixel_transfer,3,0,3,0,1,0
17271,5756,pixel_transfer,3,0,3,0,3,0
17275,5758,pixel_transfer,3,0,3,0,3,0
17279,5759,pixel_transfer,3,0,3,0,3,0
17283,5760,pixel_transfer,3,0,3,0,3,0
17287,5762,pixel_transfer,3,0,3,0,3,0
17291,5763,pixel_transfer,3,1,3,0,3,0
17295,5764,pixel_transfer,2,0,3,0,3,0
17299,5766,pixel_transfer,2,0,3,0,3,0
17303,5767,pixel_transfer,2,0,3,0,3,0
17307,5768,pixel_transfer,2,0,3,0,3,0
17311,5770,pixel_transfer,2,0,3,0,3,0
17314,5771,pixel_transfer,1,0,0,0,0,0
17315,5771,pixel_transfer,2,0,3,0,3,0
17318,5772,pixel_transfer,1,0,0,0,0,0
17319,5772,pixel_transfer,2,0,3,1,3,0
17322,5773,pixel_transfer,1,0,0,0,0,0
17323,5774,pixel_transfer,2,0,2,0,3,1
17326,5775,pixel_transfer,1,0,0,0,0,0
17327,5775,pixel_transfer,2,0,2,0,2,0
17330,5776,pixel_transfer,1,0,0,0,0,0
17331,5776,pixel_transfer,2,0,2,0,2,0
17334,5777,pixel_transfer,1,0,0,0,0,0
17335,5778,pixel_transfer,2,0,2,0,2,0
17338,5779,pixel_transfer,1,0,0,0,0,0
17339,5779,pixel_transfer,2,0,2,0,2,0
17342,5780,pixel_transfer,1,0,1,0,0,0
17343,5780,pixel_transfer,2,0,2,0,2,0
